feature,importance
PTS,0.08173517333832647
USAGE_MINUTES_PRODUCT,0.07300805240057623
PTS_PACE_ADJ,0.06698302110869682
FGA,0.06638137772739836
FGM,0.059668708702525476
ADV_USG_PCT,0.04311476951867647
PACE_USAGE_INTERACTION,0.04289353663625732
SCORER_ROLE,0.03765779040834148
MIN,0.033996899819501436
FTM,0.0327331542923788
USAGE_RATE,0.030904860349621616
MPG,0.028209991701660858
PTS_PER_MIN,0.028082970506304494
FGA_PER_MIN,0.025067294216498958
FG3A,0.01773885844059639
MIN_EFFICIENCY_INTERACTION,0.016473891899558855
FTA,0.01482842492814583
FGA_LAG1,0.014761297224029149
TOV,0.013959466852923126
AGE_USAGE_INTERACTION,0.013767180058325432
AST,0.01317888505238098
THREE_PT_VOLUME,0.01303271561390715
AGE_MINUTES_RISK,0.01298543423374793
AST_PACE_ADJ,0.010361932157958758
PTS_LAG1,0.010266372563112525
HEAVY_MINUTES_LOAD,0.00894663716306454
ADV_USG_PCT_LAG1,0.008764555684559142
FGM_LAG1,0.008719165329471801
LOW_WORKLOAD,0.00866532775450514
PLAYMAKER_ROLE,0.008194933492865073
TOTAL_MINUTES,0.008102637067003373
FG3M,0.006902000661176411
EXP_MIN_INTERACTION,0.006538215336446794
ADV_AST_PCT,0.005314518517515121
MIN_LAG1,0.0042751994174162235
REB_PACE_ADJ,0.0031270932409172398
GP_RATE,0.0031235680176194586
MEDIUM_WORKLOAD,0.0029610965456316656
GP_RATE_CURRENT,0.0029249779151443145
GAMES_MISSED,0.002681886635065185
ADV_PCT_PTS_2PT,0.002670628680485816
FTA_LAG1,0.0025967863828641447
TOV_LAG1,0.002596174930266232
FT_PCT,0.0024253851108838012
FTM_LAG1,0.0024207698376666246
ADV_PCT_FGA_3PT,0.0023519702286510886
AST_LAG1,0.0022814122578938374
ADV_PCT_FGA_2PT,0.0021985767297062146
STL,0.002192337669757312
ADV_PIE,0.002132808253723026
GP,0.0020550992176089386
FG3A_LAG1,0.0020406018546151776
REB,0.001974955172199003
ADV_TM_TOV_PCT,0.0019402289156501907
AGE,0.0019089237472569192
ADV_OFF_RATING,0.001850391192346771
FG_PCT,0.0016736500818475798
PTS_PER_ATTEMPT,0.001596279945810346
THREE_PT_RATE,0.0015859678926301766
ADV_PCT_PTS_3PT,0.001575603168870027
AST_TO_RATIO,0.0015676971383932043
AGE_SQUARED,0.0015417964515697631
WORKLOAD_LAG1,0.0014591876765955294
ADV_EFG_PCT,0.0014380536560968673
ADV_NET_RATING,0.0014220313789334639
TEAM_FTA_RATE,0.0014206559342635659
SHOOTING_EFFICIENCY,0.0014080108231340632
ADV_OREB_PCT,0.001395378048664621
ADV_TS_PCT,0.0013874334061024854
FG3_PCT,0.001352135174433386
DEFENSIVE_STATS,0.0013022585722744042
TEAM_OFF_STRENGTH,0.001299242492956901
TEAM_TM_TOV_PCT,0.0012862039301220604
ADV_AST_TO,0.001282025601396016
ADV_PACE,0.0012289153054875306
YEARS_EXPERIENCE,0.0012186468656295146
ADV_AST_RATIO,0.0012132144234032686
ADV_DEF_RATING,0.0011832516168876353
TEAM_OFF_RATING,0.001159420862606702
TEAM_NET_RATING_ABS,0.0011316562155799699
WEIGHT,0.001125203878171017
ADV_DREB_PCT,0.0010846145362834586
FG3M_LAG1,0.0010692846588555792
