feature,importance
STL,0.10772368678843319
DEFENSIVE_STATS,0.05326084721021883
AST_PACE_ADJ,0.04896537844439372
AST,0.044081715175934635
MPG,0.030913904616802493
MIN,0.02907568418117552
TOTAL_MINUTES,0.029035913208915524
USAGE_MINUTES_PRODUCT,0.027326347817638395
STL_LAG1,0.02520632767846184
ADV_AST_PCT,0.02508792951795615
MIN_EFFICIENCY_INTERACTION,0.01972192710216935
PLAYMAKER_ROLE,0.01811780316899194
PTS_PACE_ADJ,0.01796238237271926
FGM,0.014086638140511648
PTS,0.014060789114274178
ADV_AST_TO,0.013873017501566361
ADV_AST_RATIO,0.013532595665859746
FGA,0.013443465819036977
AGE_MINUTES_RISK,0.012249406137556498
AST_TO_RATIO,0.011886724102505786
TOV,0.011305582804586687
WEIGHT,0.009714562386808455
EXP_MIN_INTERACTION,0.009056225814818677
ADV_USG_PCT,0.00904147245614268
PACE_USAGE_INTERACTION,0.008520694036549665
AST_LAG1,0.00825314396526202
USAGE_RATE,0.007978887000520218
BMI,0.007799634628511155
HEIGHT_INCHES,0.0073040840242767305
FG3A,0.007125236264680475
AGE_USAGE_INTERACTION,0.007108209864406118
SCORER_ROLE,0.006841444423480248
DEFENDER_ROLE,0.006444305563326929
ADV_NET_RATING,0.0061541894076439264
LOW_WORKLOAD,0.005720637432441271
FTA,0.005660714370487816
ADV_PIE,0.00561975064608276
PTS_PER_MIN,0.0055217711450432465
GAMES_MISSED,0.005476812024612279
GP_RATE_CURRENT,0.005461756572210887
REB,0.005291513715830527
ADV_AST_PCT_LAG1,0.005252182712491024
GP_RATE,0.00513568684303739
ADV_EFG_PCT,0.005011499280897399
ADV_DREB_PCT,0.004889912988919636
ADV_DEF_RATING,0.004885331414549351
FGA_PER_MIN,0.00480925003544864
FTM,0.00478057653507588
REB_PACE_ADJ,0.004761518924180813
BLK,0.004724324055791678
STL_AVG2,0.0047236601271094
TOV_LAG1,0.0046006560421439704
ADV_PACE,0.004519516383543219
ADV_OREB_PCT,0.004381584763251159
FG3M,0.004283020036371536
GP,0.00425403033826133
WEIGHT_CAT,0.004164858267006774
IS_GUARD,0.004126454057964269
ADV_TM_TOV_PCT,0.004048451848268655
MEDIUM_WORKLOAD,0.004012237092648991
FG_PCT,0.004008615959832283
ADV_REB_PCT,0.003963011020506596
TEAM_NET_RATING,0.0038611177738789863
MIN_LAG1,0.003768854561471026
ADV_PCT_FGA_2PT,0.0037273850864555187
FT_PCT,0.0036738864667726035
TEAM_DEF_STRENGTH,0.0036170395869200202
ADV_PCT_PTS_3PT,0.0036023189834837824
THREE_PT_RATE,0.0035915611176774347
TEAM_TS_PCT,0.0035278732063649355
PTS_PER_ATTEMPT,0.003515467188047994
ADV_PCT_FGA_3PT,0.0034921784431107385
ADV_TS_PCT,0.0034904556348072974
THREE_PT_VOLUME,0.0034623042899292137
TEAM_OFF_STRENGTH,0.003385354547924542
TEAM_TM_TOV_PCT,0.003306198993974902
AGE_TEAM_QUALITY,0.003304257384173753
FGA_LAG1,0.003241905663736301
TEAM_FTA_RATE,0.003234828190147691
ADV_OFF_RATING,0.003130531365965892
AGE_SQUARED,0.0030898998886675767
TEAM_OREB_PCT,0.003077945732544183
SHOOTING_EFFICIENCY,0.003043870608518381
TEAM_PACE,0.002989262202918258
TEAM_OFF_RATING,0.0029343605253332157
FG_PCT_LAG1,0.0028934636598836063
ADV_PCT_PTS_2PT,0.0028773139531646386
ADV_USG_PCT_LAG1,0.002875220629140301
TEAM_PIE,0.002844029570239831
FG3_PCT,0.0028329979222929506
ADV_REB_PCT_LAG1,0.002828595062879823
PACE_ADJUSTMENT,0.002809460128158158
DRAFT_NUMBER,0.002799759624083161
TEAM_EFG_PCT,0.0027640644239799047
TEAM_DEF_RATING,0.0027451411422932115
HEIGHT_CAT,0.002709654060532674
POS_Guard,0.0025900483635700688
TEAM_W_PCT,0.002573324278504852
TEAM_NET_RATING_ABS,0.002560050907184072
AGE,0.0023821341303806283
YEARS_EXPERIENCE,0.002329433192132456
ADV_TS_PCT_LAG1,0.002318524837142974
AGE_INJURY_RISK,0.002318140923936893
TEAM_W,0.0022153741515668164
TEAM_L,0.0021856303198312986
IS_CENTER,0.002169078179965264
HEAVY_MINUTES_LOAD,0.0021276715842227486
ADV_PIE_LAG1,0.0020581350706062704
FTA_LAG1,0.002039327598183301
FGM_LAG1,0.0018458348744160996
FG3M_LAG1,0.0018444236308795504
FG3A_LAG1,0.001753867467813133
BLK_LAG1,0.001709470815027856
PTS_LAG1,0.0015761598665141416
WORKLOAD_LAG1,0.0015576527819883765
STL_LAG2,0.0015301421761747178
FT_PCT_LAG1,0.0014984923258333908
GP_LAG1,0.0013443686839149165
AGE_BIN,0.0013310621268038652
REB_LAG1,0.001219463017314521
MISSED_GAMES_LAG1,0.0011954245084901528
ADV_AST_PCT_LAG2,0.0011568222160638227
GP_LAG1_RATE,0.00113708526444496
IS_FORWARD,0.0009426582661056686
LOW_AVAILABILITY,0.0009423624450704054
AST_AVG2,0.0009396118848692279
FTM_LAG1,0.0009323925481720353
GP_LAG2,0.0006572358497031837
HISTORICAL_SEASONS_AVAILABLE,0.0006567834571605178
GP_LAG2_RATE,0.0006551796928190052
MIN_LAG2,0.0006271664093002029
IS_YOUNG,0.0005932737278968262
IN_PRIME,0.0005624488160490764
WORKLOAD_TREND,0.0004925396240266785
FG_PCT_YOY_CHANGE,0.00046303251786125696
HIGH_AVAILABILITY,0.0004441192254097563
GP_CONSISTENCY,0.0004409260166809367
PTS_CV3,0.00044012836416835316
POS_Forward,0.0004342512556503657
TOV_LAG2,0.0004273247679380475
TOV_AVG2,0.00040516487202650587
PTS_LAG2,0.00040433954847907106
GP_CV3,0.00040090505676701027
REB_LAG2,0.00039966439401064175
GP_STD3,0.00039631699372375857
ADV_PIE_LAG2,0.0003886548777771963
GP_AVG_2YR,0.00038348249769867187
FTM_LAG2,0.00036853282988021324
FG_PCT_LAG2,0.000359227802881637
PTS_AVG2,0.00035721566289796983
FTA_LAG2,0.0003501955893322332
MEDIUM_AVAILABILITY,0.0003478486194924118
ADV_TS_PCT_YOY_CHANGE,0.00034694077897425333
IS_VETERAN,0.00034605222169216193
FGA_AVG2,0.0003409833256737465
AST_LAG2,0.00033277134952010507
FT_PCT_LAG2,0.0003217980963141291
BLK_AVG2,0.0003037790048375744
DRAFT_ROUND,0.0003026575861100924
ADV_USG_PCT_LAG2,0.00029502417288464634
GP_TREND,0.00028553128710755366
FGA_LAG2,0.00027224348649715243
PTS_STD3,0.00026841151495641863
FG3M_AVG2,0.00026001711801300017
MIN_AVG2,0.00025408121394070816
MIN_YOY_CHANGE,0.00024939830903311183
REB_AVG2,0.00023382817606802103
WORKLOAD_LAG2,0.00023257534014031855
MISSED_GAMES_LAG2,0.00023150061652363785
REB_YOY_CHANGE,0.0002303603784117108
IS_ROOKIE,0.00022546259213280812
INCREASING_WORKLOAD,0.00021286297871073195
ADV_TS_PCT_LAG2,0.00021195505580905483
MIN_CHANGE,0.00020883775385070473
FTA_AVG2,0.00020074475900782479
ON_WINNING_TEAM,0.0001995249811441116
RECOVERING_FROM_LOW_PLAY,0.00019463492594991048
ON_PLAYOFF_TEAM,0.0001942838762353903
MIN_CV3,0.00019394777841948342
FGM_LAG2,0.00019107821577021223
FG3A_LAG2,0.00017400542887952174
AST_YOY_CHANGE,0.00017120708026099204
REBOUNDER_ROLE,0.00016471363432057006
MIN_STD3,0.00015428078220868811
POS_Center,0.00015426658206307937
POS_Forward-Guard,0.00015366608369989728
ADV_REB_PCT_LAG2,0.00013550283573119027
PTS_YOY_CHANGE,0.00013423788906010147
HIGHLY_CONSISTENT_AVAILABILITY,8.609207735726716e-05
POS_Guard-Forward,8.57659335420434e-05
FG3M_LAG2,7.478140495252553e-05
BLK_LAG2,7.013719205860086e-05
POS_Center-Forward,5.840756913828297e-05
HIGH_WORKLOAD,2.7530711832867203e-05
INJURY_PRONE_PATTERN,2.6377443063126455e-05
POS_Forward-Center,9.564891729340024e-06
ADV_REB_PCT_LAG3,0.0
GP_LAG3,0.0
FG3A_LAG3,0.0
FGM_LAG3,0.0
FTM_LAG3,0.0
FG_PCT_LAG3,0.0
ADV_AST_PCT_LAG3,0.0
ADV_TS_PCT_LAG3,0.0
ADV_USG_PCT_LAG3,0.0
TOV_LAG3,0.0
MIN_LAG3,0.0
FG3M_LAG3,0.0
FGA_LAG3,0.0
REB_LAG3,0.0
AST_LAG3,0.0
STL_LAG3,0.0
LOAD_MANAGEMENT,0.0
PTS_LAG3,0.0
AVAILABILITY_SCORE,0.0
REDUCED_MINUTES,0.0
INCREASED_MINUTES,0.0
RECOVERY_YEAR,0.0
FT_PCT_LAG3,0.0
FTA_LAG3,0.0
BLK_LAG3,0.0
FG3M_WAVG,0.0
FGA_AVG3,0.0
FGA_WAVG,0.0
FTA_AVG3,0.0
IS_YOUNG_PLAYER,0.0
AST_TREND,0.0
FTA_WAVG,0.0
