PLAYER_ID,PLAYER_NAME,TEAM_NAME,TEAM_ABBREVIATION,SEASON,SEASON_ORDER,SCHOOL,COUNTRY,DRAFT_YEAR,HEIGHT
1626220,Royce O'Neale,Utah Jazz,UTA,2020-21,1,Baylor,USA,Undrafted,6-6
1626220,Royce O'Neale,Utah Jazz,UTA,2021-22,2,Baylor,USA,Undrafted,6-6
1626220,Royce O'Neale,Brooklyn Nets,BKN,2022-23,3,Baylor,USA,Undrafted,6-6
1627732,Ben Simmons,Philadelphia 76ers,PHI,2020-21,1,Louisiana State,Australia,2016,6-10
1627732,Ben Simmons,Brooklyn Nets,BKN,2022-23,3,Louisiana State,Australia,2016,6-10
1627734,Domantas Sabonis,Indiana Pacers,IND,2020-21,1,Gonzaga,Lithuania,2016,6-10
1627734,Domantas Sabonis,Sacramento Kings,SAC,2021-22,2,Gonzaga,Lithuania,2016,6-10
1627734,Domantas Sabonis,Sacramento Kings,SAC,2022-23,3,Gonzaga,Lithuania,2016,6-10
1627736,Malik Beasley,Minnesota Timberwolves,MIN,2020-21,1,Florida State,USA,2016,6-4
1627736,Malik Beasley,Minnesota Timberwolves,MIN,2021-22,2,Florida State,USA,2016,6-4
1627736,Malik Beasley,Los Angeles Lakers,LAL,2022-23,3,Florida State,USA,2016,6-4
1627739,Kris Dunn,Portland Trail Blazers,POR,2021-22,2,Providence,USA,2016,6-3
1627739,Kris Dunn,Utah Jazz,UTA,2022-23,3,Providence,USA,2016,6-3
1627741,Buddy Hield,Sacramento Kings,SAC,2020-21,1,Oklahoma,Bahamas,2016,6-4
1627741,Buddy Hield,Indiana Pacers,IND,2021-22,2,Oklahoma,Bahamas,2016,6-4
1627741,Buddy Hield,Indiana Pacers,IND,2022-23,3,Oklahoma,Bahamas,2016,6-4
1627742,Brandon Ingram,New Orleans Pelicans,NOP,2020-21,1,Duke,USA,2016,6-8
1627742,Brandon Ingram,New Orleans Pelicans,NOP,2021-22,2,Duke,USA,2016,6-8
1627742,Brandon Ingram,New Orleans Pelicans,NOP,2022-23,3,Duke,USA,2016,6-8
1627747,Caris LeVert,Indiana Pacers,IND,2020-21,1,Michigan,USA,2016,6-7
1627747,Caris LeVert,Cleveland Cavaliers,CLE,2021-22,2,Michigan,USA,2016,6-7
1627747,Caris LeVert,Cleveland Cavaliers,CLE,2022-23,3,Michigan,USA,2016,6-7
1627749,Dejounte Murray,San Antonio Spurs,SAS,2020-21,1,Washington,USA,2016,6-4
1627749,Dejounte Murray,San Antonio Spurs,SAS,2021-22,2,Washington,USA,2016,6-4
1627749,Dejounte Murray,Atlanta Hawks,ATL,2022-23,3,Washington,USA,2016,6-4
1627750,Jamal Murray,Denver Nuggets,DEN,2020-21,1,Kentucky,Canada,2016,6-4
1627750,Jamal Murray,Denver Nuggets,DEN,2022-23,3,Kentucky,Canada,2016,6-4
1627751,Jakob Poeltl,San Antonio Spurs,SAS,2020-21,1,Utah,Austria,2016,7-0
1627751,Jakob Poeltl,San Antonio Spurs,SAS,2021-22,2,Utah,Austria,2016,7-0
1627751,Jakob Poeltl,Toronto Raptors,TOR,2022-23,3,Utah,Austria,2016,7-0
1627752,Taurean Prince,Cleveland Cavaliers,CLE,2020-21,1,Baylor,USA,2016,6-6
1627752,Taurean Prince,Minnesota Timberwolves,MIN,2021-22,2,Baylor,USA,2016,6-6
1627752,Taurean Prince,Minnesota Timberwolves,MIN,2022-23,3,Baylor,USA,2016,6-6
1627759,Jaylen Brown,Boston Celtics,BOS,2020-21,1,California,USA,2016,6-6
1627759,Jaylen Brown,Boston Celtics,BOS,2021-22,2,California,USA,2016,6-6
1627759,Jaylen Brown,Boston Celtics,BOS,2022-23,3,California,USA,2016,6-6
1627763,Malcolm Brogdon,Indiana Pacers,IND,2020-21,1,Virginia,USA,2016,6-4
1627763,Malcolm Brogdon,Indiana Pacers,IND,2021-22,2,Virginia,USA,2016,6-4
1627763,Malcolm Brogdon,Boston Celtics,BOS,2022-23,3,Virginia,USA,2016,6-4
1627777,Georges Niang,Utah Jazz,UTA,2020-21,1,Iowa State,USA,2016,6-6
1627777,Georges Niang,Philadelphia 76ers,PHI,2021-22,2,Iowa State,USA,2016,6-6
1627777,Georges Niang,Philadelphia 76ers,PHI,2022-23,3,Iowa State,USA,2016,6-6
1627780,Gary Payton II,Golden State Warriors,GSW,2020-21,1,Oregon State,USA,Undrafted,6-2
1627780,Gary Payton II,Golden State Warriors,GSW,2021-22,2,Oregon State,USA,Undrafted,6-2
1627780,Gary Payton II,Golden State Warriors,GSW,2022-23,3,Oregon State,USA,Undrafted,6-2
1627783,Pascal Siakam,Toronto Raptors,TOR,2020-21,1,New Mexico State,Cameroon,2016,6-8
1627783,Pascal Siakam,Toronto Raptors,TOR,2021-22,2,New Mexico State,Cameroon,2016,6-8
1627783,Pascal Siakam,Toronto Raptors,TOR,2022-23,3,New Mexico State,Cameroon,2016,6-8
1627814,Damion Lee,Golden State Warriors,GSW,2020-21,1,Drexel,USA,Undrafted,6-6
1627814,Damion Lee,Golden State Warriors,GSW,2021-22,2,Drexel,USA,Undrafted,6-6
1627814,Damion Lee,Phoenix Suns,PHX,2022-23,3,Drexel,USA,Undrafted,6-6
1627826,Ivica Zubac,LA Clippers,LAC,2020-21,1,Mega Basket,Croatia,2016,7-0
1627826,Ivica Zubac,LA Clippers,LAC,2021-22,2,Mega Basket,Croatia,2016,7-0
1627826,Ivica Zubac,LA Clippers,LAC,2022-23,3,Mega Basket,Croatia,2016,7-0
1627827,Dorian Finney-Smith,Dallas Mavericks,DAL,2020-21,1,Florida,USA,Undrafted,6-7
1627827,Dorian Finney-Smith,Dallas Mavericks,DAL,2021-22,2,Florida,USA,Undrafted,6-7
1627827,Dorian Finney-Smith,Brooklyn Nets,BKN,2022-23,3,Florida,USA,Undrafted,6-7
1627832,Fred VanVleet,Toronto Raptors,TOR,2020-21,1,Wichita State,USA,Undrafted,6-0
1627832,Fred VanVleet,Toronto Raptors,TOR,2021-22,2,Wichita State,USA,Undrafted,6-0
1627832,Fred VanVleet,Toronto Raptors,TOR,2022-23,3,Wichita State,USA,Undrafted,6-0
1627884,Derrick Jones Jr.,Portland Trail Blazers,POR,2020-21,1,UNLV,USA,Undrafted,6-6
1627884,Derrick Jones Jr.,Chicago Bulls,CHI,2021-22,2,UNLV,USA,Undrafted,6-6
1627884,Derrick Jones Jr.,Chicago Bulls,CHI,2022-23,3,UNLV,USA,Undrafted,6-6
1627936,Alex Caruso,Los Angeles Lakers,LAL,2020-21,1,Texas A&M,USA,Undrafted,6-5
1627936,Alex Caruso,Chicago Bulls,CHI,2021-22,2,Texas A&M,USA,Undrafted,6-5
1627936,Alex Caruso,Chicago Bulls,CHI,2022-23,3,Texas A&M,USA,Undrafted,6-5
1628365,Markelle Fultz,Orlando Magic,ORL,2021-22,2,Washington,USA,2017,6-4
1628365,Markelle Fultz,Orlando Magic,ORL,2022-23,3,Washington,USA,2017,6-4
1628366,Lonzo Ball,New Orleans Pelicans,NOP,2020-21,1,UCLA,USA,2017,6-5
1628366,Lonzo Ball,Chicago Bulls,CHI,2021-22,2,UCLA,USA,2017,6-5
1628368,De'Aaron Fox,Sacramento Kings,SAC,2020-21,1,Kentucky,USA,2017,6-3
1628368,De'Aaron Fox,Sacramento Kings,SAC,2021-22,2,Kentucky,USA,2017,6-3
1628368,De'Aaron Fox,Sacramento Kings,SAC,2022-23,3,Kentucky,USA,2017,6-3
1628369,Jayson Tatum,Boston Celtics,BOS,2020-21,1,Duke,USA,2017,6-8
1628369,Jayson Tatum,Boston Celtics,BOS,2021-22,2,Duke,USA,2017,6-8
1628369,Jayson Tatum,Boston Celtics,BOS,2022-23,3,Duke,USA,2017,6-8
1628370,Malik Monk,Charlotte Hornets,CHA,2020-21,1,Kentucky,USA,2017,6-3
1628370,Malik Monk,Los Angeles Lakers,LAL,2021-22,2,Kentucky,USA,2017,6-3
1628370,Malik Monk,Sacramento Kings,SAC,2022-23,3,Kentucky,USA,2017,6-3
1628371,Jonathan Isaac,Orlando Magic,ORL,2022-23,3,Florida State,USA,2017,6-10
1628374,Lauri Markkanen,Chicago Bulls,CHI,2020-21,1,Arizona,Finland,2017,7-1
1628374,Lauri Markkanen,Cleveland Cavaliers,CLE,2021-22,2,Arizona,Finland,2017,7-1
1628374,Lauri Markkanen,Utah Jazz,UTA,2022-23,3,Arizona,Finland,2017,7-1
1628378,Donovan Mitchell,Utah Jazz,UTA,2020-21,1,Louisville,USA,2017,6-2
1628378,Donovan Mitchell,Utah Jazz,UTA,2021-22,2,Louisville,USA,2017,6-2
1628378,Donovan Mitchell,Cleveland Cavaliers,CLE,2022-23,3,Louisville,USA,2017,6-2
1628379,Luke Kennard,LA Clippers,LAC,2020-21,1,Duke,USA,2017,6-5
1628379,Luke Kennard,LA Clippers,LAC,2021-22,2,Duke,USA,2017,6-5
1628379,Luke Kennard,Memphis Grizzlies,MEM,2022-23,3,Duke,USA,2017,6-5
1628380,Zach Collins,San Antonio Spurs,SAS,2021-22,2,Gonzaga,USA,2017,6-9
1628380,Zach Collins,San Antonio Spurs,SAS,2022-23,3,Gonzaga,USA,2017,6-9
1628381,John Collins,Atlanta Hawks,ATL,2020-21,1,Wake Forest,USA,2017,6-9
1628381,John Collins,Atlanta Hawks,ATL,2021-22,2,Wake Forest,USA,2017,6-9
1628381,John Collins,Atlanta Hawks,ATL,2022-23,3,Wake Forest,USA,2017,6-9
1628384,OG Anunoby,Toronto Raptors,TOR,2020-21,1,Indiana,United Kingdom,2017,6-7
1628384,OG Anunoby,Toronto Raptors,TOR,2021-22,2,Indiana,United Kingdom,2017,6-7
1628384,OG Anunoby,Toronto Raptors,TOR,2022-23,3,Indiana,United Kingdom,2017,6-7
1628386,Jarrett Allen,Cleveland Cavaliers,CLE,2020-21,1,Texas,USA,2017,6-9
1628386,Jarrett Allen,Cleveland Cavaliers,CLE,2021-22,2,Texas,USA,2017,6-9
1628386,Jarrett Allen,Cleveland Cavaliers,CLE,2022-23,3,Texas,USA,2017,6-9
1628389,Bam Adebayo,Miami Heat,MIA,2020-21,1,Kentucky,USA,2017,6-9
1628389,Bam Adebayo,Miami Heat,MIA,2021-22,2,Kentucky,USA,2017,6-9
1628389,Bam Adebayo,Miami Heat,MIA,2022-23,3,Kentucky,USA,2017,6-9
1628392,Isaiah Hartenstein,Cleveland Cavaliers,CLE,2020-21,1,Zalgiris,Germany,2017,7-0
1628392,Isaiah Hartenstein,LA Clippers,LAC,2021-22,2,Zalgiris,Germany,2017,7-0
1628392,Isaiah Hartenstein,New York Knicks,NYK,2022-23,3,Zalgiris,Germany,2017,7-0
1628396,Tony Bradley,Oklahoma City Thunder,OKC,2020-21,1,North Carolina,USA,2017,6-10
1628396,Tony Bradley,Chicago Bulls,CHI,2021-22,2,North Carolina,USA,2017,6-10
1628396,Tony Bradley,Chicago Bulls,CHI,2022-23,3,North Carolina,USA,2017,6-10
1628398,Kyle Kuzma,Los Angeles Lakers,LAL,2020-21,1,Utah,USA,2017,6-8
1628398,Kyle Kuzma,Washington Wizards,WAS,2021-22,2,Utah,USA,2017,6-8
1628398,Kyle Kuzma,Washington Wizards,WAS,2022-23,3,Utah,USA,2017,6-8
1628401,Derrick White,San Antonio Spurs,SAS,2020-21,1,Colorado,USA,2017,6-4
1628401,Derrick White,Boston Celtics,BOS,2021-22,2,Colorado,USA,2017,6-4
1628401,Derrick White,Boston Celtics,BOS,2022-23,3,Colorado,USA,2017,6-4
1628404,Josh Hart,New Orleans Pelicans,NOP,2020-21,1,Villanova,USA,2017,6-5
1628404,Josh Hart,Portland Trail Blazers,POR,2021-22,2,Villanova,USA,2017,6-5
1628404,Josh Hart,New York Knicks,NYK,2022-23,3,Villanova,USA,2017,6-5
1628408,PJ Dozier,Denver Nuggets,DEN,2020-21,1,South Carolina,USA,Undrafted,6-6
1628408,PJ Dozier,Denver Nuggets,DEN,2021-22,2,South Carolina,USA,Undrafted,6-6
1628415,Dillon Brooks,Memphis Grizzlies,MEM,2020-21,1,Oregon,Canada,2017,6-7
1628415,Dillon Brooks,Memphis Grizzlies,MEM,2021-22,2,Oregon,Canada,2017,6-7
1628415,Dillon Brooks,Memphis Grizzlies,MEM,2022-23,3,Oregon,Canada,2017,6-7
1628418,Thomas Bryant,Washington Wizards,WAS,2020-21,1,Indiana,USA,2017,6-9
1628418,Thomas Bryant,Washington Wizards,WAS,2021-22,2,Indiana,USA,2017,6-9
1628418,Thomas Bryant,Denver Nuggets,DEN,2022-23,3,Indiana,USA,2017,6-9
1628420,Monté Morris,Denver Nuggets,DEN,2020-21,1,Iowa State,USA,2017,6-2
1628420,Monté Morris,Denver Nuggets,DEN,2021-22,2,Iowa State,USA,2017,6-2
1628420,Monté Morris,Washington Wizards,WAS,2022-23,3,Iowa State,USA,2017,6-2
1628427,Vlatko Čančar,Denver Nuggets,DEN,2020-21,1,San Pablo Burgos,Slovenia,2017,6-8
1628427,Vlatko Čančar,Denver Nuggets,DEN,2021-22,2,San Pablo Burgos,Slovenia,2017,6-8
1628427,Vlatko Čančar,Denver Nuggets,DEN,2022-23,3,San Pablo Burgos,Slovenia,2017,6-8
1628436,Luke Kornet,Boston Celtics,BOS,2020-21,1,Vanderbilt,USA,Undrafted,7-1
1628436,Luke Kornet,Boston Celtics,BOS,2021-22,2,Vanderbilt,USA,Undrafted,7-1
1628436,Luke Kornet,Boston Celtics,BOS,2022-23,3,Vanderbilt,USA,Undrafted,7-1
1628449,Chris Boucher,Toronto Raptors,TOR,2020-21,1,Oregon,Saint Lucia,Undrafted,6-8
1628449,Chris Boucher,Toronto Raptors,TOR,2021-22,2,Oregon,Saint Lucia,Undrafted,6-8
1628449,Chris Boucher,Toronto Raptors,TOR,2022-23,3,Oregon,Saint Lucia,Undrafted,6-8
1628464,Daniel Theis,Chicago Bulls,CHI,2020-21,1,Brose Bamberg,Germany,Undrafted,6-8
1628464,Daniel Theis,Boston Celtics,BOS,2021-22,2,Brose Bamberg,Germany,Undrafted,6-8
1628467,Maxi Kleber,Dallas Mavericks,DAL,2020-21,1,Bayern Munich,Germany,Undrafted,6-10
1628467,Maxi Kleber,Dallas Mavericks,DAL,2021-22,2,Bayern Munich,Germany,Undrafted,6-10
1628467,Maxi Kleber,Dallas Mavericks,DAL,2022-23,3,Bayern Munich,Germany,Undrafted,6-10
1628470,Torrey Craig,Phoenix Suns,PHX,2020-21,1,South Carolina Upstate,USA,Undrafted,6-5
1628470,Torrey Craig,Phoenix Suns,PHX,2021-22,2,South Carolina Upstate,USA,Undrafted,6-5
1628470,Torrey Craig,Phoenix Suns,PHX,2022-23,3,South Carolina Upstate,USA,Undrafted,6-5
1628960,Grayson Allen,Memphis Grizzlies,MEM,2020-21,1,Duke,USA,2018,6-3
1628960,Grayson Allen,Milwaukee Bucks,MIL,2021-22,2,Duke,USA,2018,6-3
1628960,Grayson Allen,Milwaukee Bucks,MIL,2022-23,3,Duke,USA,2018,6-3
1628963,Marvin Bagley III,Sacramento Kings,SAC,2020-21,1,Duke,USA,2018,6-10
1628963,Marvin Bagley III,Detroit Pistons,DET,2021-22,2,Duke,USA,2018,6-10
1628963,Marvin Bagley III,Detroit Pistons,DET,2022-23,3,Duke,USA,2018,6-10
1628964,Mo Bamba,Orlando Magic,ORL,2020-21,1,Texas,USA,2018,7-0
1628964,Mo Bamba,Orlando Magic,ORL,2021-22,2,Texas,USA,2018,7-0
1628964,Mo Bamba,Los Angeles Lakers,LAL,2022-23,3,Texas,USA,2018,7-0
1628969,Mikal Bridges,Phoenix Suns,PHX,2020-21,1,Villanova,USA,2018,6-6
1628969,Mikal Bridges,Phoenix Suns,PHX,2021-22,2,Villanova,USA,2018,6-6
1628969,Mikal Bridges,Brooklyn Nets,BKN,2022-23,3,Villanova,USA,2018,6-6
1628970,Miles Bridges,Charlotte Hornets,CHA,2020-21,1,Michigan State,USA,2018,6-7
1628970,Miles Bridges,Charlotte Hornets,CHA,2021-22,2,Michigan State,USA,2018,6-7
1628971,Bruce Brown,Brooklyn Nets,BKN,2020-21,1,Miami,USA,2018,6-4
1628971,Bruce Brown,Brooklyn Nets,BKN,2021-22,2,Miami,USA,2018,6-4
1628971,Bruce Brown,Denver Nuggets,DEN,2022-23,3,Miami,USA,2018,6-4
1628973,Jalen Brunson,Dallas Mavericks,DAL,2020-21,1,Villanova,USA,2018,6-2
1628973,Jalen Brunson,Dallas Mavericks,DAL,2021-22,2,Villanova,USA,2018,6-2
1628973,Jalen Brunson,New York Knicks,NYK,2022-23,3,Villanova,USA,2018,6-2
1628975,Jevon Carter,Phoenix Suns,PHX,2020-21,1,West Virginia,USA,2018,6-0
1628975,Jevon Carter,Milwaukee Bucks,MIL,2021-22,2,West Virginia,USA,2018,6-0
1628975,Jevon Carter,Milwaukee Bucks,MIL,2022-23,3,West Virginia,USA,2018,6-0
1628976,Wendell Carter Jr.,Orlando Magic,ORL,2020-21,1,Duke,USA,2018,6-10
1628976,Wendell Carter Jr.,Orlando Magic,ORL,2021-22,2,Duke,USA,2018,6-10
1628976,Wendell Carter Jr.,Orlando Magic,ORL,2022-23,3,Duke,USA,2018,6-10
1628978,Donte DiVincenzo,Milwaukee Bucks,MIL,2020-21,1,Villanova,USA,2018,6-4
1628978,Donte DiVincenzo,Sacramento Kings,SAC,2021-22,2,Villanova,USA,2018,6-4
1628978,Donte DiVincenzo,Golden State Warriors,GSW,2022-23,3,Villanova,USA,2018,6-4
1628981,Bruno Fernando,Atlanta Hawks,ATL,2020-21,1,Maryland,Angola,2019,6-9
1628981,Bruno Fernando,Houston Rockets,HOU,2021-22,2,Maryland,Angola,2019,6-9
1628981,Bruno Fernando,Atlanta Hawks,ATL,2022-23,3,Maryland,Angola,2019,6-9
1628983,Shai Gilgeous-Alexander,Oklahoma City Thunder,OKC,2020-21,1,Kentucky,Canada,2018,6-6
1628983,Shai Gilgeous-Alexander,Oklahoma City Thunder,OKC,2021-22,2,Kentucky,Canada,2018,6-6
1628983,Shai Gilgeous-Alexander,Oklahoma City Thunder,OKC,2022-23,3,Kentucky,Canada,2018,6-6
1628988,Aaron Holiday,Indiana Pacers,IND,2020-21,1,UCLA,USA,2018,6-0
1628988,Aaron Holiday,Phoenix Suns,PHX,2021-22,2,UCLA,USA,2018,6-0
1628988,Aaron Holiday,Atlanta Hawks,ATL,2022-23,3,UCLA,USA,2018,6-0
1628989,Kevin Huerter,Atlanta Hawks,ATL,2020-21,1,Maryland,USA,2018,6-6
1628989,Kevin Huerter,Atlanta Hawks,ATL,2021-22,2,Maryland,USA,2018,6-6
1628989,Kevin Huerter,Sacramento Kings,SAC,2022-23,3,Maryland,USA,2018,6-6
1628991,Jaren Jackson Jr.,Memphis Grizzlies,MEM,2020-21,1,Michigan State,USA,2018,6-10
1628991,Jaren Jackson Jr.,Memphis Grizzlies,MEM,2021-22,2,Michigan State,USA,2018,6-10
1628991,Jaren Jackson Jr.,Memphis Grizzlies,MEM,2022-23,3,Michigan State,USA,2018,6-10
1628995,Kevin Knox II,New York Knicks,NYK,2020-21,1,Kentucky,USA,2018,6-8
1628995,Kevin Knox II,Atlanta Hawks,ATL,2021-22,2,Kentucky,USA,2018,6-8
1628995,Kevin Knox II,Portland Trail Blazers,POR,2022-23,3,Kentucky,USA,2018,6-8
1628997,Caleb Martin,Charlotte Hornets,CHA,2020-21,1,Nevada,USA,Undrafted,6-5
1628997,Caleb Martin,Miami Heat,MIA,2021-22,2,Nevada,USA,Undrafted,6-5
1628997,Caleb Martin,Miami Heat,MIA,2022-23,3,Nevada,USA,Undrafted,6-5
1628998,Cody Martin,Charlotte Hornets,CHA,2020-21,1,Nevada,USA,2019,6-6
1628998,Cody Martin,Charlotte Hornets,CHA,2021-22,2,Nevada,USA,2019,6-6
1629001,De'Anthony Melton,Memphis Grizzlies,MEM,2020-21,1,Southern California,USA,2018,6-2
1629001,De'Anthony Melton,Memphis Grizzlies,MEM,2021-22,2,Southern California,USA,2018,6-2
1629001,De'Anthony Melton,Philadelphia 76ers,PHI,2022-23,3,Southern California,USA,2018,6-2
1629003,Shake Milton,Philadelphia 76ers,PHI,2020-21,1,Southern Methodist,USA,2018,6-5
1629003,Shake Milton,Philadelphia 76ers,PHI,2021-22,2,Southern Methodist,USA,2018,6-5
1629003,Shake Milton,Philadelphia 76ers,PHI,2022-23,3,Southern Methodist,USA,2018,6-5
1629004,Svi Mykhailiuk,Oklahoma City Thunder,OKC,2020-21,1,Kansas,Ukraine,2018,6-7
1629004,Svi Mykhailiuk,Toronto Raptors,TOR,2021-22,2,Kansas,Ukraine,2018,6-7
1629004,Svi Mykhailiuk,Charlotte Hornets,CHA,2022-23,3,Kansas,Ukraine,2018,6-7
1629006,Josh Okogie,Minnesota Timberwolves,MIN,2020-21,1,Georgia Tech,Nigeria,2018,6-4
1629006,Josh Okogie,Minnesota Timberwolves,MIN,2021-22,2,Georgia Tech,Nigeria,2018,6-4
1629006,Josh Okogie,Phoenix Suns,PHX,2022-23,3,Georgia Tech,Nigeria,2018,6-4
1629008,Michael Porter Jr.,Denver Nuggets,DEN,2020-21,1,Missouri,USA,2018,6-10
1629008,Michael Porter Jr.,Denver Nuggets,DEN,2022-23,3,Missouri,USA,2018,6-10
1629011,Mitchell Robinson,New York Knicks,NYK,2020-21,1,Western Kentucky,USA,2018,7-0
1629011,Mitchell Robinson,New York Knicks,NYK,2021-22,2,Western Kentucky,USA,2018,7-0
1629011,Mitchell Robinson,New York Knicks,NYK,2022-23,3,Western Kentucky,USA,2018,7-0
1629012,Collin Sexton,Cleveland Cavaliers,CLE,2020-21,1,Alabama,USA,2018,6-3
1629012,Collin Sexton,Cleveland Cavaliers,CLE,2021-22,2,Alabama,USA,2018,6-3
1629012,Collin Sexton,Utah Jazz,UTA,2022-23,3,Alabama,USA,2018,6-3
1629013,Landry Shamet,Brooklyn Nets,BKN,2020-21,1,Wichita State,USA,2018,6-5
1629013,Landry Shamet,Phoenix Suns,PHX,2021-22,2,Wichita State,USA,2018,6-5
1629013,Landry Shamet,Phoenix Suns,PHX,2022-23,3,Wichita State,USA,2018,6-5
1629014,Anfernee Simons,Portland Trail Blazers,POR,2020-21,1,Edgewater HS (FL),USA,2018,6-3
1629014,Anfernee Simons,Portland Trail Blazers,POR,2021-22,2,Edgewater HS (FL),USA,2018,6-3
1629014,Anfernee Simons,Portland Trail Blazers,POR,2022-23,3,Edgewater HS (FL),USA,2018,6-3
1629018,Gary Trent Jr.,Toronto Raptors,TOR,2020-21,1,Duke,USA,2018,6-5
1629018,Gary Trent Jr.,Toronto Raptors,TOR,2021-22,2,Duke,USA,2018,6-5
1629018,Gary Trent Jr.,Toronto Raptors,TOR,2022-23,3,Duke,USA,2018,6-5
1629020,Jarred Vanderbilt,Minnesota Timberwolves,MIN,2020-21,1,Kentucky,USA,2018,6-8
1629020,Jarred Vanderbilt,Minnesota Timberwolves,MIN,2021-22,2,Kentucky,USA,2018,6-8
1629020,Jarred Vanderbilt,Los Angeles Lakers,LAL,2022-23,3,Kentucky,USA,2018,6-8
1629021,Moritz Wagner,Orlando Magic,ORL,2020-21,1,Michigan,Germany,2018,6-11
1629021,Moritz Wagner,Orlando Magic,ORL,2021-22,2,Michigan,Germany,2018,6-11
1629021,Moritz Wagner,Orlando Magic,ORL,2022-23,3,Michigan,Germany,2018,6-11
1629022,Lonnie Walker IV,San Antonio Spurs,SAS,2020-21,1,Miami,USA,2018,6-4
1629022,Lonnie Walker IV,San Antonio Spurs,SAS,2021-22,2,Miami,USA,2018,6-4
1629022,Lonnie Walker IV,Los Angeles Lakers,LAL,2022-23,3,Miami,USA,2018,6-4
1629023,P.J. Washington,Charlotte Hornets,CHA,2020-21,1,Kentucky,USA,2019,6-7
1629023,P.J. Washington,Charlotte Hornets,CHA,2021-22,2,Kentucky,USA,2019,6-7
1629023,P.J. Washington,Charlotte Hornets,CHA,2022-23,3,Kentucky,USA,2019,6-7
1629026,Kenrich Williams,Oklahoma City Thunder,OKC,2020-21,1,TCU,USA,Undrafted,6-7
1629026,Kenrich Williams,Oklahoma City Thunder,OKC,2021-22,2,TCU,USA,Undrafted,6-7
1629026,Kenrich Williams,Oklahoma City Thunder,OKC,2022-23,3,TCU,USA,Undrafted,6-7
1629027,Trae Young,Atlanta Hawks,ATL,2020-21,1,Oklahoma,USA,2018,6-2
1629027,Trae Young,Atlanta Hawks,ATL,2021-22,2,Oklahoma,USA,2018,6-2
1629027,Trae Young,Atlanta Hawks,ATL,2022-23,3,Oklahoma,USA,2018,6-2
1629028,Deandre Ayton,Phoenix Suns,PHX,2020-21,1,Arizona,Bahamas,2018,7-0
1629028,Deandre Ayton,Phoenix Suns,PHX,2021-22,2,Arizona,Bahamas,2018,7-0
1629028,Deandre Ayton,Phoenix Suns,PHX,2022-23,3,Arizona,Bahamas,2018,7-0
1629029,Luka Dončić,Dallas Mavericks,DAL,2020-21,1,Real Madrid,Slovenia,2018,6-8
1629029,Luka Dončić,Dallas Mavericks,DAL,2021-22,2,Real Madrid,Slovenia,2018,6-8
1629029,Luka Dončić,Dallas Mavericks,DAL,2022-23,3,Real Madrid,Slovenia,2018,6-8
1629048,Goga Bitadze,Indiana Pacers,IND,2020-21,1,Mega Basket,Georgia,2019,6-11
1629048,Goga Bitadze,Indiana Pacers,IND,2021-22,2,Mega Basket,Georgia,2019,6-11
1629048,Goga Bitadze,Orlando Magic,ORL,2022-23,3,Mega Basket,Georgia,2019,6-11
1629052,Oshae Brissett,Indiana Pacers,IND,2020-21,1,Syracuse,Canada,Undrafted,6-7
1629052,Oshae Brissett,Indiana Pacers,IND,2021-22,2,Syracuse,Canada,Undrafted,6-7
1629052,Oshae Brissett,Indiana Pacers,IND,2022-23,3,Syracuse,Canada,Undrafted,6-7
1629056,Terence Davis,Sacramento Kings,SAC,2020-21,1,Mississippi,USA,Undrafted,6-4
1629056,Terence Davis,Sacramento Kings,SAC,2021-22,2,Mississippi,USA,Undrafted,6-4
1629057,Robert Williams III,Boston Celtics,BOS,2020-21,1,Texas A&M,USA,2018,6-9
1629057,Robert Williams III,Boston Celtics,BOS,2021-22,2,Texas A&M,USA,2018,6-9
1629057,Robert Williams III,Boston Celtics,BOS,2022-23,3,Texas A&M,USA,2018,6-9
1629060,Rui Hachimura,Washington Wizards,WAS,2020-21,1,Gonzaga,Japan,2019,6-8
1629060,Rui Hachimura,Washington Wizards,WAS,2021-22,2,Gonzaga,Japan,2019,6-8
1629060,Rui Hachimura,Los Angeles Lakers,LAL,2022-23,3,Gonzaga,Japan,2019,6-8
1629111,Jock Landale,San Antonio Spurs,SAS,2021-22,2,St. Mary's,Australia,Undrafted,6-11
1629111,Jock Landale,Phoenix Suns,PHX,2022-23,3,St. Mary's,Australia,Undrafted,6-11
1629130,Duncan Robinson,Miami Heat,MIA,2020-21,1,Michigan,USA,Undrafted,6-7
1629130,Duncan Robinson,Miami Heat,MIA,2021-22,2,Michigan,USA,Undrafted,6-7
1629130,Duncan Robinson,Miami Heat,MIA,2022-23,3,Michigan,USA,Undrafted,6-7
1629162,Jordan McLaughlin,Minnesota Timberwolves,MIN,2020-21,1,Southern California,USA,Undrafted,5-11
1629162,Jordan McLaughlin,Minnesota Timberwolves,MIN,2021-22,2,Southern California,USA,Undrafted,5-11
1629162,Jordan McLaughlin,Minnesota Timberwolves,MIN,2022-23,3,Southern California,USA,Undrafted,5-11
1629216,Gabe Vincent,Miami Heat,MIA,2020-21,1,California-Santa Barbara,USA,Undrafted,6-2
1629216,Gabe Vincent,Miami Heat,MIA,2021-22,2,California-Santa Barbara,USA,Undrafted,6-2
1629216,Gabe Vincent,Miami Heat,MIA,2022-23,3,California-Santa Barbara,USA,Undrafted,6-2
